Filename,start_date,end_date,mid_date,POINT_1_VELOCITY,POINT_2_VELOCITY,POINT_3_VELOCITY,POINT_4_VELOCITY,POINT_5_VELOCITY,POINT_6_VELOCITY,POINT_7_VELOCITY
2019-05-12_2019-05-24_S1B_S1B_T2.tif,2019-05-12,2019-05-24,2019/05/18,,,,,,,
2021-07-15_2021-07-27_S1B_S1B_T2.tif,2021-07-15,2021-07-27,2021/07/21,,,7381.0,4746.0,3897.0,2013.0,970.0
2020-10-17_2020-10-23_S1B_S1A.tif,2020-10-17,2020-10-23,2020/10/20,,,,,,,
2018-06-16_2018-06-28_S1A_S1A_T2.tif,2018-06-16,2018-06-28,2018/06/22,,,,,,,
2019-03-13_2019-03-25_S1B_S1B.tif,2019-03-13,2019-03-25,2019/03/19,,,,,,1606.0,724.0
2021-03-29_2021-04-10_S1B_S1B.tif,2021-03-29,2021-04-10,2021/04/04,,,,,,,
2019-05-03_2019-05-15_S1B_S1B.tif,2019-05-03,2019-05-15,2019/05/09,,,,,,,
2021-05-10_2021-05-22_S1A_S1A.tif,2021-05-10,2021-05-22,2021/05/16,11282.0,,6031.0,4082.0,,1728.0,
2019-08-28_2019-09-09_S1B_S1B_T2.tif,2019-08-28,2019-09-09,2019/09/03,,,,,,,
2020-10-24_2020-11-05_S1B_S1B_T2.tif,2020-10-24,2020-11-05,2020/10/30,,,6179.0,4140.0,3526.0,1789.0,858.0
2021-07-20_2021-08-01_S1B_S1B.tif,2021-07-20,2021-08-01,2021/07/26,,,,,,,
2021-02-26_2021-03-04_S1B_S1A_T2.tif,2021-02-26,2021-03-04,2021/03/01,,,,,,,
2021-05-16_2021-05-22_S1B_S1A.tif,2021-05-16,2021-05-22,2021/05/19,,,,,,,
2019-08-07_2019-08-19_S1B_S1B.tif,2019-08-07,2019-08-19,2019/08/13,,,,,,,
2021-08-29_2021-09-10_S1B_S1B.tif,2021-08-29,2021-09-10,2021/09/04,12025.0,,,,3597.0,1941.0,
2018-01-25_2018-01-31_S1B_S1A.tif,2018-01-25,2018-01-31,2018/01/28,,,5022.0,3495.0,3035.0,1694.0,827.0
2022-05-02_2022-05-14_S1A_S1A_T2.tif,2022-05-02,2022-05-14,2022/05/08,,,,,,,
2020-10-21_2020-10-27_S1B_S1A.tif,2020-10-21,2020-10-27,2020/10/24,10885.0,,6068.0,4047.0,3356.0,1800.0,826.0
2019-03-09_2019-03-15_S1B_S1A.tif,2019-03-09,2019-03-15,2019/03/12,,,4560.0,3094.0,3069.0,1512.0,789.0
2021-06-08_2021-06-20_S1A_S1A.tif,2021-06-08,2021-06-20,2021/06/14,,,,4395.0,,1921.0,
2021-10-13_2021-10-25_S1A_S1A.tif,2021-10-13,2021-10-25,2021/10/19,,,,,,1852.0,921.0
2020-08-22_2020-08-28_S1B_S1A.tif,2020-08-22,2020-08-28,2020/08/25,11474.0,,5859.0,4017.0,3331.0,1809.0,
2019-08-22_2019-09-03_S1A_S1A.tif,2019-08-22,2019-09-03,2019/08/28,,,5240.0,3523.0,2981.0,1610.0,
2020-06-11_2020-06-23_S1B_S1B_T2.tif,2020-06-11,2020-06-23,2020/06/17,,,,,,,
2018-08-03_2018-08-15_S1A_S1A_T2.tif,2018-08-03,2018-08-15,2018/08/09,,,,,,,
2021-04-03_2021-04-09_S1B_S1A_T2.tif,2021-04-03,2021-04-09,2021/04/06,,,,3979.0,,1572.0,854.0
2020-03-19_2020-03-31_S1B_S1B_T2.tif,2020-03-19,2020-03-31,2020/03/25,,,,,,,
2018-07-16_2018-07-28_S1B_S1B.tif,2018-07-16,2018-07-28,2018/07/22,,,,,,1672.0,712.0
2019-06-23_2019-07-05_S1A_S1A_T2.tif,2019-06-23,2019-07-05,2019/06/29,,,,,,,
2021-09-04_2021-09-16_S1A_S1A.tif,2021-09-04,2021-09-16,2021/09/10,12100.0,,,,,1938.0,
2021-06-09_2021-06-21_S1B_S1B.tif,2021-06-09,2021-06-21,2021/06/15,,,,,,,
2019-09-27_2019-10-09_S1A_S1A.tif,2019-09-27,2019-10-09,2019/10/03,,,,,2953.0,1557.0,741.0
2020-11-10_2020-11-16_S1B_S1A.tif,2020-11-10,2020-11-16,2020/11/13,,,,,,,
2021-08-08_2021-08-14_S1B_S1A.tif,2021-08-08,2021-08-14,2021/08/11,,,,,,,
2021-07-08_2021-07-14_S1B_S1A_T2.tif,2021-07-08,2021-07-14,2021/07/11,16815.0,10329.0,7224.0,4664.0,,2083.0,897.0
2020-10-29_2020-11-04_S1B_S1A.tif,2020-10-29,2020-11-04,2020/11/01,,,,,,,
2020-05-06_2020-05-18_S1B_S1B.tif,2020-05-06,2020-05-18,2020/05/12,7857.0,,,,2947.0,1684.0,
2021-06-21_2021-06-27_S1B_S1A.tif,2021-06-21,2021-06-27,2021/06/24,,,,,,,
2019-04-12_2019-04-24_S1A_S1A.tif,2019-04-12,2019-04-24,2019/04/18,,,,,2882.0,1267.0,651.0
2020-12-23_2020-12-29_S1B_S1A.tif,2020-12-23,2020-12-29,2020/12/26,,,,,,,
2019-07-11_2019-07-23_S1B_S1B.tif,2019-07-11,2019-07-23,2019/07/17,,,,3642.0,2989.0,1654.0,873.0
2018-07-28_2018-08-09_S1B_S1B_T2.tif,2018-07-28,2018-08-09,2018/08/03,,,,,,,
2019-05-15_2019-05-21_S1B_S1A_T2.tif,2019-05-15,2019-05-21,2019/05/18,7858.0,6129.0,4708.0,3322.0,2866.0,1582.0,729.0
2019-09-12_2019-09-24_S1B_S1B.tif,2019-09-12,2019-09-24,2019/09/18,,,,,,,
2019-05-25_2019-06-06_S1B_S1B.tif,2019-05-25,2019-06-06,2019/05/31,,,,,,,
2020-03-10_2020-03-16_S1B_S1A_T2.tif,2020-03-10,2020-03-16,2020/03/13,,,4675.0,,3116.0,1590.0,820.0
2021-09-16_2021-09-28_S1A_S1A.tif,2021-09-16,2021-09-28,2021/09/22,12234.0,,,,3564.0,1931.0,
2020-02-24_2020-03-07_S1B_S1B.tif,2020-02-24,2020-03-07,2020/03/01,,,,3443.0,2892.0,1633.0,806.0
2018-02-19_2018-03-03_S1A_S1A.tif,2018-02-19,2018-03-03,2018/02/25,,,4933.0,3468.0,2862.0,1694.0,795.0
2021-10-24_2021-10-30_S1B_S1A.tif,2021-10-24,2021-10-30,2021/10/27,,,,,,,
2020-01-22_2020-01-28_S1B_S1A.tif,2020-01-22,2020-01-28,2020/01/25,,,,,,,
2021-08-25_2021-08-31_S1B_S1A.tif,2021-08-25,2021-08-31,2021/08/28,,,,,,,
2020-05-18_2020-05-30_S1B_S1B.tif,2020-05-18,2020-05-30,2020/05/24,,,,,2906.0,1572.0,777.0
2020-01-27_2020-02-02_S1B_S1A_T3.tif,2020-01-27,2020-02-02,2020/01/30,,,,,,,
2018-06-25_2018-07-07_S1B_S1B.tif,2018-06-25,2018-07-07,2018/07/01,,,,,,1616.0,807.0
2018-03-27_2018-04-08_S1A_S1A.tif,2018-03-27,2018-04-08,2018/04/02,,,,3355.0,2960.0,1538.0,790.0
2020-04-27_2020-05-09_S1B_S1B.tif,2020-04-27,2020-05-09,2020/05/03,,,,,,,
2022-08-18_2022-08-30_S1A_S1A_T2.tif,2022-08-18,2022-08-30,2022/08/24,,,,,,,
2021-09-24_2021-10-06_S1A_S1A.tif,2021-09-24,2021-10-06,2021/09/30,11997.0,,,,3794.0,1875.0,
2020-07-29_2020-08-10_S1B_S1B_T2.tif,2020-07-29,2020-08-10,2020/08/04,,,,,,,
2019-07-11_2019-07-23_S1B_S1B_T2.tif,2019-07-11,2019-07-23,2019/07/17,,,,,,,
2021-08-17_2021-08-29_S1B_S1B.tif,2021-08-17,2021-08-29,2021/08/23,,,,4436.0,3757.0,2040.0,
2019-05-30_2019-06-11_S1A_S1A.tif,2019-05-30,2019-06-11,2019/06/05,,,,,2911.0,1577.0,
2018-05-29_2018-06-10_S1B_S1B_T2.tif,2018-05-29,2018-06-10,2018/06/04,,,,,,,
2018-06-13_2018-06-25_S1B_S1B.tif,2018-06-13,2018-06-25,2018/06/19,,,,3305.0,2869.0,1575.0,800.0
2019-10-27_2019-11-02_S1B_S1A_T2.tif,2019-10-27,2019-11-02,2019/10/30,,,,,,,
2020-10-06_2020-10-18_S1A_S1A.tif,2020-10-06,2020-10-18,2020/10/12,11066.0,,,4101.0,3331.0,1715.0,770.0
2021-08-31_2021-09-12_S1A_S1A.tif,2021-08-31,2021-09-12,2021/09/06,12257.0,,,,3807.0,1944.0,
2018-10-16_2018-10-22_S1B_S1A.tif,2018-10-16,2018-10-22,2018/10/19,,,4938.0,3405.0,2964.0,1692.0,797.0
2018-07-13_2018-07-25_S1A_S1A.tif,2018-07-13,2018-07-25,2018/07/19,,,4358.0,3037.0,2762.0,1496.0,827.0
2021-05-13_2021-05-25_S1B_S1B.tif,2021-05-13,2021-05-25,2021/05/19,,,,,,1873.0,
2018-03-18_2018-03-30_S1B_S1B_T2.tif,2018-03-18,2018-03-30,2018/03/24,,,,,,,
2021-05-02_2021-05-14_S1B_S1B_T2.tif,2021-05-02,2021-05-14,2021/05/08,,,,,,,
2019-05-06_2019-05-18_S1A_S1A_T2.tif,2019-05-06,2019-05-18,2019/05/12,,,,,,,
2018-01-13_2018-01-19_S1B_S1A.tif,2018-01-13,2018-01-19,2018/01/16,8050.0,6223.0,,3501.0,3159.0,1655.0,821.0
2022-03-13_2022-03-25_S1A_S1A_T2.tif,2022-03-13,2022-03-25,2022/03/19,,,,,3371.0,1690.0,880.0
2020-04-14_2020-04-26_S1A_S1A.tif,2020-04-14,2020-04-26,2020/04/20,,,,,,1579.0,745.0
2020-07-01_2020-07-13_S1B_S1B.tif,2020-07-01,2020-07-13,2020/07/07,,,,,,,
2020-06-07_2020-06-13_S1B_S1A.tif,2020-06-07,2020-06-13,2020/06/10,,,,,,,
2020-02-25_2020-03-08_S1B_S1B.tif,2020-02-25,2020-03-08,2020/03/02,,,,,,,
2021-12-15_2021-12-21_S1B_S1A_T2.tif,2021-12-15,2021-12-21,2021/12/18,,,,,,,
2021-05-28_2021-06-03_S1B_S1A.tif,2021-05-28,2021-06-03,2021/05/31,,,,,,,
2019-06-20_2019-07-02_S1B_S1B.tif,2019-06-20,2019-07-02,2019/06/26,,,,,,,
2018-09-26_2018-10-02_S1B_S1A.tif,2018-09-26,2018-10-02,2018/09/29,9118.0,6376.0,4966.0,3486.0,2837.0,1549.0,737.0
2019-10-11_2019-10-17_S1B_S1A.tif,2019-10-11,2019-10-17,2019/10/14,,,,,,,
2018-05-17_2018-05-23_S1B_S1A.tif,2018-05-17,2018-05-23,2018/05/20,7482.0,5893.0,4562.0,,2928.0,1625.0,692.0
2018-05-29_2018-06-10_S1B_S1B.tif,2018-05-29,2018-06-10,2018/06/04,,,,,,1313.0,
2021-06-18_2021-06-30_S1B_S1B.tif,2021-06-18,2021-06-30,2021/06/24,,,,4545.0,,1904.0,866.0
2022-03-15_2022-03-27_S1A_S1A.tif,2022-03-15,2022-03-27,2022/03/21,,,,,3411.0,1863.0,
2019-04-02_2019-04-08_S1B_S1A.tif,2019-04-02,2019-04-08,2019/04/05,,,,,,,
2019-12-26_2020-01-01_S1B_S1A_T2.tif,2019-12-26,2020-01-01,2019/12/29,,,,,,,
2018-08-23_2018-09-04_S1A_S1A.tif,2018-08-23,2018-09-04,2018/08/29,,,4913.0,,2887.0,1561.0,810.0
2019-10-18_2019-10-24_S1B_S1A_T2.tif,2019-10-18,2019-10-24,2019/10/21,9180.0,,5634.0,3852.0,3100.0,1729.0,741.0
2020-02-27_2020-03-04_S1B_S1A.tif,2020-02-27,2020-03-04,2020/03/01,,,,,,,
2019-07-23_2019-08-04_S1B_S1B_T2.tif,2019-07-23,2019-08-04,2019/07/29,,,,,,,
2021-09-06_2021-09-12_S1B_S1A_T2.tif,2021-09-06,2021-09-12,2021/09/09,12347.0,,6786.0,4578.0,3713.0,1970.0,919.0
2020-10-09_2020-10-15_S1B_S1A.tif,2020-10-09,2020-10-15,2020/10/12,11146.0,,6121.0,,3235.0,1689.0,791.0
2021-07-21_2021-08-02_S1A_S1A.tif,2021-07-21,2021-08-02,2021/07/27,,,7382.0,4762.0,3907.0,2028.0,907.0
2020-10-24_2020-10-30_S1B_S1A.tif,2020-10-24,2020-10-30,2020/10/27,,,,,,,
2021-04-15_2021-04-27_S1B_S1B_T2.tif,2021-04-15,2021-04-27,2021/04/21,,,,3987.0,,1763.0,
2018-01-29_2018-02-10_S1B_S1B.tif,2018-01-29,2018-02-10,2018/02/04,,,,3572.0,3076.0,1662.0,809.0
2021-03-27_2021-04-08_S1B_S1B.tif,2021-03-27,2021-04-08,2021/04/02,,,,,,,
2020-01-27_2020-02-02_S1B_S1A.tif,2020-01-27,2020-02-02,2020/01/30,,,,,,,
2019-04-18_2019-04-24_S1B_S1A_T2.tif,2019-04-18,2019-04-24,2019/04/21,,,,,,,
2018-09-26_2018-10-08_S1B_S1B.tif,2018-09-26,2018-10-08,2018/10/02,,,4798.0,,2794.0,1526.0,822.0
2019-01-24_2019-01-30_S1B_S1A.tif,2019-01-24,2019-01-30,2019/01/27,,,4358.0,3287.0,2689.0,1924.0,810.0
2019-09-21_2019-10-03_S1B_S1B_T2.tif,2019-09-21,2019-10-03,2019/09/27,,,,,,,
2021-04-07_2021-04-13_S1B_S1A.tif,2021-04-07,2021-04-13,2021/04/10,,,,,,1868.0,
2018-06-12_2018-06-24_S1A_S1A.tif,2018-06-12,2018-06-24,2018/06/18,,,,,2966.0,1508.0,781.0
2019-12-26_2020-01-01_S1B_S1A.tif,2019-12-26,2020-01-01,2019/12/29,,,,3590.0,3009.0,1789.0,928.0
2020-05-09_2020-05-15_S1B_S1A.tif,2020-05-09,2020-05-15,2020/05/12,,,,,,,
2022-11-10_2022-11-22_S1A_S1A_T2.tif,2022-11-10,2022-11-22,2022/11/16,,,,,,,
2018-05-29_2018-06-04_S1B_S1A.tif,2018-05-29,2018-06-04,2018/06/01,7314.0,5944.0,4658.0,3321.0,2955.0,1567.0,
2020-04-27_2020-05-03_S1B_S1A_T2.tif,2020-04-27,2020-05-03,2020/04/30,7698.0,6166.0,,,3088.0,1683.0,733.0
2019-07-14_2019-07-26_S1B_S1B_T2.tif,2019-07-14,2019-07-26,2019/07/20,,,5359.0,3595.0,3110.0,1662.0,842.0
2019-08-24_2019-09-05_S1B_S1B_T2.tif,2019-08-24,2019-09-05,2019/08/30,,,5468.0,,3062.0,1552.0,751.0
2019-07-08_2019-07-20_S1A_S1A.tif,2019-07-08,2019-07-20,2019/07/14,,,5389.0,3596.0,3163.0,1644.0,829.0
2020-05-02_2020-05-14_S1B_S1B_T2.tif,2020-05-02,2020-05-14,2020/05/08,7580.0,,,,,1519.0,
2018-05-23_2018-06-04_S1A_S1A.tif,2018-05-23,2018-06-04,2018/05/29,,,,,2904.0,1679.0,841.0
2018-04-08_2018-04-20_S1A_S1A.tif,2018-04-08,2018-04-20,2018/04/14,,,,3344.0,2960.0,1602.0,796.0
2019-05-27_2019-06-02_S1B_S1A.tif,2019-05-27,2019-06-02,2019/05/30,,,,,,,
2019-05-30_2019-06-11_S1A_S1A_T2.tif,2019-05-30,2019-06-11,2019/06/05,,,,,,,
2022-03-13_2022-03-25_S1A_S1A.tif,2022-03-13,2022-03-25,2022/03/19,,,,,,,
2021-04-08_2021-04-20_S1B_S1B.tif,2021-04-08,2021-04-20,2021/04/14,,,,,,,
2020-09-23_2020-10-05_S1B_S1B_T2.tif,2020-09-23,2020-10-05,2020/09/29,11250.0,,6237.0,,3370.0,1784.0,853.0
2020-04-08_2020-04-20_S1B_S1B_T2.tif,2020-04-08,2020-04-20,2020/04/14,,,,,2703.0,1665.0,774.0
2021-08-30_2021-09-11_S1B_S1B.tif,2021-08-30,2021-09-11,2021/09/05,,,,,,,
2020-08-06_2020-08-18_S1B_S1B.tif,2020-08-06,2020-08-18,2020/08/12,,,,,,,
2021-03-08_2021-03-20_S1A_S1A_T2.tif,2021-03-08,2021-03-20,2021/03/14,,,,,,,
2021-07-12_2021-07-24_S1B_S1B_T2.tif,2021-07-12,2021-07-24,2021/07/18,,,,,,,
2021-09-13_2021-09-25_S1B_S1B.tif,2021-09-13,2021-09-25,2021/09/19,,,,,,,
2019-09-12_2019-09-24_S1B_S1B_T2.tif,2019-09-12,2019-09-24,2019/09/18,,,5442.0,,3070.0,1480.0,720.0
2021-06-26_2021-07-08_S1B_S1B_T2.tif,2021-06-26,2021-07-08,2021/07/02,,,,4623.0,,1934.0,849.0
2020-09-27_2020-10-03_S1B_S1A.tif,2020-09-27,2020-10-03,2020/09/30,10997.0,,,4007.0,3350.0,1655.0,
2018-07-10_2018-07-22_S1A_S1A.tif,2018-07-10,2018-07-22,2018/07/16,,,4131.0,3160.0,2757.0,1538.0,
2018-04-14_2018-04-26_S1B_S1B.tif,2018-04-14,2018-04-26,2018/04/20,,,,3405.0,,1692.0,798.0
2019-10-30_2019-11-11_S1B_S1B_T2.tif,2019-10-30,2019-11-11,2019/11/05,,,,,3072.0,1624.0,809.0
2019-11-16_2019-11-22_S1B_S1A_T2.tif,2019-11-16,2019-11-22,2019/11/19,,,5429.0,3704.0,3017.0,1590.0,747.0
2020-11-26_2020-12-02_S1B_S1A.tif,2020-11-26,2020-12-02,2020/11/29,,,,4123.0,3463.0,1846.0,
2022-08-06_2022-08-18_S1A_S1A_T2.tif,2022-08-06,2022-08-18,2022/08/12,,,,,,,
2019-07-25_2019-08-06_S1A_S1A.tif,2019-07-25,2019-08-06,2019/07/31,,,5050.0,3486.0,3060.0,1631.0,858.0
2019-04-26_2019-05-02_S1B_S1A_T2.tif,2019-04-26,2019-05-02,2019/04/29,,,,,,1384.0,
2021-06-21_2021-07-03_S1B_S1B_T2.tif,2021-06-21,2021-07-03,2021/06/27,,,7157.0,4628.0,3735.0,2034.0,855.0
2019-09-05_2019-09-17_S1B_S1B.tif,2019-09-05,2019-09-17,2019/09/11,,,,,,,
2019-05-15_2019-05-27_S1B_S1B.tif,2019-05-15,2019-05-27,2019/05/21,,,,,,,
2021-07-27_2021-08-02_S1B_S1A.tif,2021-07-27,2021-08-02,2021/07/30,,,,,,,
2019-06-29_2019-07-11_S1B_S1B.tif,2019-06-29,2019-07-11,2019/07/05,,,,3567.0,3012.0,1674.0,
2021-10-31_2021-11-06_S1B_S1A.tif,2021-10-31,2021-11-06,2021/11/03,,,,,,,
2020-08-10_2020-08-22_S1B_S1B.tif,2020-08-10,2020-08-22,2020/08/16,,,,,3216.0,1729.0,758.0
2018-01-10_2018-01-16_S1B_S1A.tif,2018-01-10,2018-01-16,2018/01/13,,,,,,,
2020-09-11_2020-09-17_S1B_S1A.tif,2020-09-11,2020-09-17,2020/09/14,,,,,,,
2021-04-07_2021-04-19_S1B_S1B_T2.tif,2021-04-07,2021-04-19,2021/04/13,,,,,,,
2019-08-13_2019-08-25_S1A_S1A.tif,2019-08-13,2019-08-25,2019/08/19,,,5252.0,,2983.0,1567.0,811.0
2019-10-27_2019-11-02_S1B_S1A.tif,2019-10-27,2019-11-02,2019/10/30,8906.0,,5565.0,,3038.0,1583.0,863.0
2020-09-06_2020-09-12_S1B_S1A_T2.tif,2020-09-06,2020-09-12,2020/09/09,10812.0,,6024.0,4016.0,3172.0,1683.0,808.0
2021-06-24_2021-07-06_S1A_S1A.tif,2021-06-24,2021-07-06,2021/06/30,,,,4564.0,3693.0,1943.0,882.0
2020-05-14_2020-05-20_S1B_S1A.tif,2020-05-14,2020-05-20,2020/05/17,,,,,,,
2019-04-06_2019-04-12_S1B_S1A_T2.tif,2019-04-06,2019-04-12,2019/04/09,,,,,,,
2022-05-02_2022-05-14_S1A_S1A.tif,2022-05-02,2022-05-14,2022/05/08,,,,,2858.0,1775.0,1100.0
2021-09-10_2021-09-22_S1B_S1B_T2.tif,2021-09-10,2021-09-22,2021/09/16,,,,,,,
2021-06-21_2021-07-03_S1B_S1B.tif,2021-06-21,2021-07-03,2021/06/27,,,,,,,
2019-04-14_2019-04-20_S1B_S1A_T2.tif,2019-04-14,2019-04-20,2019/04/17,7572.0,,,3156.0,,1483.0,792.0
2020-10-17_2020-10-29_S1B_S1B.tif,2020-10-17,2020-10-29,2020/10/23,,,,,,,
2019-07-02_2019-07-08_S1B_S1A.tif,2019-07-02,2019-07-08,2019/07/05,,,,,,,
2022-03-01_2022-03-13_S1A_S1A_T2.tif,2022-03-01,2022-03-13,2022/03/07,,,,3859.0,3354.0,1756.0,880.0
2019-05-27_2019-06-02_S1B_S1A_T2.tif,2019-05-27,2019-06-02,2019/05/30,,6541.0,,3454.0,2720.0,1582.0,871.0
2020-07-14_2020-07-26_S1A_S1A.tif,2020-07-14,2020-07-26,2020/07/20,,,6201.0,3969.0,3339.0,1824.0,880.0
2020-07-01_2020-07-07_S1B_S1A_T2.tif,2020-07-01,2020-07-07,2020/07/04,11979.0,,6045.0,4025.0,3342.0,1731.0,843.0
2018-10-08_2018-10-14_S1B_S1A_T2.tif,2018-10-08,2018-10-14,2018/10/11,,,,,,,
2022-09-02_2022-09-14_S1A_S1A.tif,2022-09-02,2022-09-14,2022/09/08,,,5932.0,3961.0,3272.0,1838.0,898.0
2020-12-20_2020-12-26_S1B_S1A.tif,2020-12-20,2020-12-26,2020/12/23,10554.0,,,4206.0,3603.0,1817.0,
2018-10-02_2018-10-14_S1A_S1A_T2.tif,2018-10-02,2018-10-14,2018/10/08,,,,,,,
2021-09-19_2021-10-01_S1A_S1A.tif,2021-09-19,2021-10-01,2021/09/25,12134.0,,,,3672.0,1864.0,
2019-08-31_2019-09-06_S1B_S1A.tif,2019-08-31,2019-09-06,2019/09/03,,,,,,,
2019-04-18_2019-04-30_S1B_S1B_T2.tif,2019-04-18,2019-04-30,2019/04/24,,,,,,,
2020-03-22_2020-03-28_S1B_S1A.tif,2020-03-22,2020-03-28,2020/03/25,,,,,,,
2019-10-21_2019-11-02_S1A_S1A.tif,2019-10-21,2019-11-02,2019/10/27,,,,,3188.0,1621.0,803.0
2020-01-15_2020-01-21_S1B_S1A.tif,2020-01-15,2020-01-21,2020/01/18,,,,,,,
2020-10-15_2020-10-27_S1A_S1A.tif,2020-10-15,2020-10-27,2020/10/21,,,6008.0,,3433.0,1795.0,
2021-12-11_2021-12-17_S1B_S1A.tif,2021-12-11,2021-12-17,2021/12/14,,,,,,,
2020-05-03_2020-05-15_S1A_S1A.tif,2020-05-03,2020-05-15,2020/05/09,7682.0,,,,2836.0,1450.0,
2020-08-30_2020-09-11_S1B_S1B_T2.tif,2020-08-30,2020-09-11,2020/09/05,,,,3941.0,3328.0,1767.0,806.0
2021-04-09_2021-04-21_S1A_S1A.tif,2021-04-09,2021-04-21,2021/04/15,,,,,,1735.0,830.0
2020-09-21_2020-10-03_S1A_S1A.tif,2020-09-21,2020-10-03,2020/09/27,11004.0,,5774.0,,3245.0,1864.0,
2020-06-29_2020-07-11_S1A_S1A_T2.tif,2020-06-29,2020-07-11,2020/07/05,,,,,,,
2020-08-25_2020-09-06_S1B_S1B_T2.tif,2020-08-25,2020-09-06,2020/08/31,,,6034.0,3988.0,3328.0,1798.0,796.0
2019-05-18_2019-05-30_S1A_S1A.tif,2019-05-18,2019-05-30,2019/05/24,,,,,,1518.0,818.0
2019-07-26_2019-08-07_S1B_S1B_T2.tif,2019-07-26,2019-08-07,2019/08/01,,,5030.0,3417.0,3009.0,1549.0,853.0
2020-01-10_2020-01-16_S1B_S1A.tif,2020-01-10,2020-01-16,2020/01/13,,,,,,,
2019-01-08_2019-01-14_S1B_S1A.tif,2019-01-08,2019-01-14,2019/01/11,,,4620.0,3151.0,2616.0,1586.0,748.0
2020-12-16_2020-12-22_S1B_S1A_T2.tif,2020-12-16,2020-12-22,2020/12/19,10852.0,,,4372.0,3606.0,1868.0,867.0
2019-01-15_2019-01-21_S1B_S1A.tif,2019-01-15,2019-01-21,2019/01/18,7201.0,,4587.0,,3015.0,1555.0,668.0
2018-08-09_2018-08-21_S1B_S1B.tif,2018-08-09,2018-08-21,2018/08/15,,,,3317.0,2857.0,1671.0,
2021-10-07_2021-10-13_S1B_S1A_T2.tif,2021-10-07,2021-10-13,2021/10/10,11885.0,,6953.0,4359.0,3678.0,2122.0,907.0
2019-01-24_2019-01-30_S1B_S1A_T2.tif,2019-01-24,2019-01-30,2019/01/27,,,,,,,
2020-10-05_2020-10-11_S1B_S1A.tif,2020-10-05,2020-10-11,2020/10/08,,,,,,,
2020-08-16_2020-08-28_S1A_S1A_T2.tif,2020-08-16,2020-08-28,2020/08/22,,,,,,,
2019-08-07_2019-08-13_S1B_S1A.tif,2019-08-07,2019-08-13,2019/08/10,,,,,,,
2020-04-01_2020-04-13_S1B_S1B.tif,2020-04-01,2020-04-13,2020/04/07,,,,,,,
2021-09-22_2021-10-04_S1B_S1B_T2.tif,2021-09-22,2021-10-04,2021/09/28,,,,,,,
2020-08-13_2020-08-25_S1B_S1B.tif,2020-08-13,2020-08-25,2020/08/19,,,,,,,
2019-07-31_2019-08-12_S1B_S1B.tif,2019-07-31,2019-08-12,2019/08/06,,,,,,,
2019-05-27_2019-06-08_S1B_S1B_T2.tif,2019-05-27,2019-06-08,2019/06/02,,,,3413.0,2930.0,1606.0,778.0
2020-07-20_2020-07-26_S1B_S1A_T2.tif,2020-07-20,2020-07-26,2020/07/23,13041.0,9308.0,6251.0,4039.0,3342.0,1872.0,835.0
2019-07-14_2019-07-26_S1B_S1B.tif,2019-07-14,2019-07-26,2019/07/20,,,,,,,
2020-07-20_2020-07-26_S1B_S1A.tif,2020-07-20,2020-07-26,2020/07/23,,,,,,,
2020-09-03_2020-09-15_S1B_S1B.tif,2020-09-03,2020-09-15,2020/09/09,10605.0,,,4007.0,3245.0,1778.0,
2018-02-22_2018-03-06_S1B_S1B.tif,2018-02-22,2018-03-06,2018/02/28,,,,3468.0,3078.0,1664.0,729.0
2022-04-04_2022-04-16_S1A_S1A.tif,2022-04-04,2022-04-16,2022/04/10,,,,,3185.0,1628.0,867.0
2019-09-05_2019-09-11_S1B_S1A.tif,2019-09-05,2019-09-11,2019/09/08,,,,,,,
2019-08-16_2019-08-28_S1B_S1B_T2.tif,2019-08-16,2019-08-28,2019/08/22,,,,,,,
2019-05-15_2019-05-21_S1B_S1A.tif,2019-05-15,2019-05-21,2019/05/18,,,,,,,
2019-08-05_2019-08-17_S1B_S1B.tif,2019-08-05,2019-08-17,2019/08/11,,,,,,,
2019-02-23_2019-03-07_S1A_S1A.tif,2019-02-23,2019-03-07,2019/03/01,,,,,2864.0,1553.0,683.0
2019-09-05_2019-09-11_S1B_S1A_T2.tif,2019-09-05,2019-09-11,2019/09/08,9981.0,,5407.0,3443.0,2885.0,1632.0,811.0
2021-03-05_2021-03-17_S1B_S1B_T2.tif,2021-03-05,2021-03-17,2021/03/11,,,,4009.0,3401.0,1811.0,857.0
2020-12-20_2020-12-26_S1B_S1A_T2.tif,2020-12-20,2020-12-26,2020/12/23,,,,,,,
2019-04-03_2019-04-15_S1A_S1A.tif,2019-04-03,2019-04-15,2019/04/09,,,,3267.0,2941.0,1519.0,698.0
2020-11-10_2020-11-16_S1B_S1A_T2.tif,2020-11-10,2020-11-16,2020/11/13,10587.0,,6156.0,4078.0,3311.0,1760.0,880.0
2021-03-15_2021-03-27_S1B_S1B.tif,2021-03-15,2021-03-27,2021/03/21,,,,,,,
2020-08-01_2020-08-07_S1B_S1A_T2.tif,2020-08-01,2020-08-07,2020/08/04,13763.0,9459.0,6421.0,3956.0,3402.0,1814.0,937.0
2020-04-12_2020-04-24_S1B_S1B.tif,2020-04-12,2020-04-24,2020/04/18,7552.0,,,,2906.0,1689.0,
2020-10-15_2020-10-27_S1A_S1A_T2.tif,2020-10-15,2020-10-27,2020/10/21,,,,,,,
